Cliente,Vehiculo,Tiempo,X,Y,Z,Rot_X,Rot_Y,Rot_Z,Velocidad,RPM,Combustible,Llenado,Abasteciendo,Giro_Brusco,Tolva,Direccion
10.15.2.38,930E 01,17:01:03,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:04,262.48,189.88,-463.37,-6.68,-50.37,3.25,0.0,850,99.5,0.0,No,No,Abajo,D
10.15.2.90,930E 05,17:01:04,-397.59,135.05,-363.43,0.08,14.24,-0.09,2.36,1475,99.6,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:04,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:05,262.43,189.89,-463.33,-6.68,-50.37,3.28,1.04,1197,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:04,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:05,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:06,261.16,190.02,-462.28,-7.17,-50.37,3.74,8.33,2850,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:06,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:06,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:04,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:07,258.32,190.33,-459.95,-8.13,-50.37,3.93,15.59,4098,99.5,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:07,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:08,253.92,190.97,-456.34,-8.84,-50.52,2.45,22.87,4098,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:07,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:09,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:08,644.0,203.9,-815.3,179.43,-56.27,-179.97,6.37,2621,99.7,100.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:07,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:09,248.09,192.25,-451.43,-7.51,-49.95,-2.54,29.55,4098,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:09,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:10,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:11,236.14,194.92,-435.28,0.07,-25.36,-2.41,41.24,4098,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:11,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:11,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:10,640.91,203.9,-819.59,179.43,-40.25,179.99,6.02,1651,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:12,236.66,194.98,-422.45,0.0,8.32,-1.7,51.08,4098,99.5,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:12,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:13,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:12,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:13,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:14,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:14,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:14,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:15,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:13,245.7,194.99,-410.33,-0.95,44.83,-0.77,54.71,4098,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:15,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:15,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:16,282.6,195.11,-383.91,0.3,43.83,-0.56,53.98,4098,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:16,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:17,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:17,293.53,195.03,-372.93,-0.14,45.55,0.1,55.25,4003,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:17,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:18,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:17,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:18,304.99,195.05,-362.58,-0.09,48.63,-0.19,54.61,4098,99.5,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:19,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:19,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:20,329.63,195.01,-343.88,0.16,55.75,0.0,55.06,4098,99.5,0.0,No,No,Abajo,D
10.15.2.90,930E 05,17:01:19,-399.15,135.05,-366.8,0.09,-8.7,-0.09,0.0,850,99.6,0.0,No,No,Abajo,R
10.15.2.146,930E 12,17:01:20,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:21,343.32,195.01,-336.66,-0.3,65.08,-0.38,55.06,4098,99.5,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:21,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:20,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.90,930E 05,17:01:21,-399.15,135.05,-366.8,0.09,-8.7,-0.09,0.0,850,99.6,0.0,No,No,Abajo,R
10.15.2.145,930E 11,17:01:22,358.22,195.03,-332.92,-0.56,79.14,-0.7,54.64,4098,99.5,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:23,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:22,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:23,373.67,195.03,-332.81,-177.03,87.14,-177.12,55.01,4098,99.5,0.0,No,No,Abajo,D
10.15.2.14,930E 04,17:01:23,-377.75,134.91,-334.5,179.48,-76.32,180.0,1.25,0,99.9,100.0,No,No,Abajo,R
10.15.2.135,930E 02,17:01:24,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:25,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:25,400.8,195.02,-341.75,-179.5,64.19,-179.64,46.12,1620,99.5,0.0,No,No,Abajo,D
10.15.2.14,930E 04,17:01:25,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:25,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:26,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:26,410.0,195.01,-347.49,-179.87,57.16,-179.96,34.05,1158,99.5,0.0,No,No,Abajo,D
10.15.2.14,930E 04,17:01:27,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:27,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:28,420.67,195.0,-355.22,-179.95,54.25,-179.96,13.86,850,99.5,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:27,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:29,421.77,195.0,-356.01,-179.87,54.16,-179.96,1.98,850,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:28,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:29,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:29,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:30,422.16,195.0,-356.3,-179.78,54.15,-179.96,3.9,1797,99.5,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:30,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:30,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:31,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:31,424.13,195.0,-357.73,-179.78,54.07,-179.96,11.04,2972,99.5,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:32,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:31,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:33,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:33,427.94,194.99,-360.49,-179.87,54.07,-179.96,4.82,850,99.5,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:33,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:32,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:34,428.11,194.99,-360.62,-179.87,54.07,-179.96,2.22,1443,99.5,0.0,No,No,Abajo,R
10.15.2.146,930E 12,17:01:34,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:33,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:35,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:35,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:35,426.53,194.99,-359.47,-179.87,54.15,-179.96,9.26,3121,99.5,0.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:35,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:36,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:36,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:37,422.02,195.0,-356.15,-179.87,55.05,-179.96,9.99,4098,99.5,0.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:37,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:38,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:38,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:38,419.8,195.0,-354.41,-179.78,58.03,-179.96,10.02,4098,99.5,0.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:38,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:01:39,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:40,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:40,415.24,195.01,-351.21,-179.72,69.47,-179.87,9.94,4098,99.5,0.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:40,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:41,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:41,412.63,195.01,-350.14,-179.73,71.57,-179.87,10.06,4098,99.5,0.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:41,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:43,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:43,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:42,409.99,195.01,-349.26,-179.87,71.65,-179.96,10.0,4098,99.5,0.0,No,No,Abajo,R
10.15.2.14,930E 04,17:01:42,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.90,930E 05,17:01:44,-399.15,135.05,-366.8,0.09,-8.7,-0.09,0.0,850,99.6,0.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:44,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:44,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.14,930E 04,17:01:45,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:45,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:46,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:44,404.66,195.01,-347.55,-179.78,70.59,-179.96,9.98,4098,99.5,0.0,No,No,Abajo,R
10.15.2.90,930E 05,17:01:45,-399.15,135.05,-366.8,0.09,-8.7,-0.09,0.0,850,99.6,0.0,No,No,Abajo,R
10.15.2.14,930E 04,17:01:46,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.90,930E 05,17:01:48,-399.15,135.05,-366.8,0.09,-8.7,-0.09,0.0,850,99.6,0.0,No,No,Abajo,R
10.15.2.146,930E 12,17:01:47,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:47,396.68,195.02,-344.84,-179.52,64.25,-179.69,10.04,4098,99.5,0.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:46,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.90,930E 05,17:01:49,-399.15,135.05,-366.8,0.09,-8.7,-0.09,0.0,850,99.6,0.0,No,No,Abajo,R
10.15.2.146,930E 12,17:01:49,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:49,391.51,195.02,-342.62,-179.52,55.52,-179.69,9.97,4098,99.5,0.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:49,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:51,386.76,195.02,-339.67,-179.6,45.26,-179.78,10.0,4098,99.5,0.0,No,No,Abajo,R
10.15.2.90,930E 05,17:01:50,-399.15,135.05,-366.8,0.09,-8.7,-0.09,0.0,850,99.6,0.0,No,No,Abajo,R
10.15.2.38,930E 01,17:01:51,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:50,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:51,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:52,384.58,195.03,-337.88,-179.78,40.08,-179.87,9.99,4098,99.5,0.0,No,No,Abajo,R
10.15.2.135,930E 02,17:01:53,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.38,930E 01,17:01:52,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:53,382.59,195.03,-335.92,-179.87,34.98,-179.96,10.01,4098,99.5,0.0,No,No,Abajo,R
10.15.2.135,930E 02,17:01:54,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.146,930E 12,17:01:54,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:55,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:54,380.77,195.03,-333.78,-179.87,29.74,-179.96,9.99,4098,99.5,0.0,No,No,Abajo,R
10.15.2.135,930E 02,17:01:56,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:56,377.66,195.04,-329.12,-179.87,15.09,-179.96,10.01,4098,99.5,0.0,No,No,Abajo,R
10.15.2.146,930E 12,17:01:56,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:01:57,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:57,376.54,195.04,-326.55,-179.87,6.98,179.96,9.92,4098,99.5,0.0,No,No,Abajo,R
10.15.2.135,930E 02,17:01:58,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:01:58,375.94,195.04,-323.82,-179.87,0.93,179.96,9.99,4098,99.5,0.0,No,No,Abajo,R
10.15.2.146,930E 12,17:01:58,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:02:59,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:02:59,375.92,195.04,-321.03,-179.95,1.28,179.96,9.96,4098,99.5,0.0,No,No,Abajo,R
10.15.2.135,930E 02,17:02:00,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:02:00,376.01,195.04,-318.23,-179.95,4.13,179.96,9.97,4098,99.5,0.0,No,No,Abajo,R
10.15.2.90,930E 05,17:01:59,-399.15,135.05,-366.8,0.09,-8.7,-0.09,0.0,850,99.6,0.0,No,No,Abajo,R
10.15.2.146,930E 12,17:02:00,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:02:02,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:02:03,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:02:01,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:02:01,376.14,195.04,-315.46,-179.9,10.39,179.96,9.7,3306,99.5,0.0,No,No,Abajo,R
10.15.2.14,930E 04,17:02:02,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.146,930E 12,17:02:04,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:02:04,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:02:05,376.05,195.05,-313.86,-179.69,13.98,179.96,0.0,850,99.5,0.0,No,No,Abajo,R
10.15.2.14,930E 04,17:02:05,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.145,930E 11,17:02:07,375.58,195.05,-315.48,-179.87,4.08,-179.96,7.76,2799,99.5,0.0,No,No,Abajo,D
10.15.2.146,930E 12,17:02:06,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:02:06,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:02:08,373.74,195.04,-318.47,-179.84,-16.56,179.99,14.61,4098,99.5,0.0,No,No,Abajo,D
10.15.2.14,930E 04,17:02:07,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.135,930E 02,17:02:08,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.146,930E 12,17:02:08,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:02:09,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:02:09,369.18,195.04,-321.44,-179.84,-47.79,-179.97,21.67,4098,99.5,0.0,No,No,Abajo,D
10.15.2.14,930E 04,17:02:09,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.38,930E 01,17:02:09,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.145,930E 11,17:02:11,352.6,195.04,-326.11,-179.78,-72.48,179.85,36.45,4098,99.5,0.0,No,No,Abajo,D
10.15.2.90,930E 05,17:02:09,-399.15,135.05,-366.8,0.09,-8.7,-0.09,0.0,850,99.6,0.0,No,No,Abajo,R
10.15.2.144,930E 13,17:02:10,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:02:11,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.145,930E 11,17:02:12,341.68,195.03,-330.37,-179.51,-66.88,179.59,43.71,4098,99.5,0.0,No,No,Abajo,D
10.15.2.14,930E 04,17:02:11,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.38,930E 01,17:02:11,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:02:13,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:02:13,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.14,930E 04,17:02:13,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.38,930E 01,17:02:14,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.144,930E 13,17:02:15,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:02:15,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.38,930E 01,17:02:16,-530.64,135.05,-590.05,-0.35,84.92,-0.53,0.0,850,98.0,0.0,No,No,Abajo,D
10.15.2.14,930E 04,17:02:15,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
10.15.2.144,930E 13,17:02:16,86.57,223.01,-97.46,-179.96,0.53,179.34,0.0,0,100.0,0.0,No,No,Abajo,D
10.15.2.135,930E 02,17:02:17,640.63,203.89,-820.0,179.43,-39.65,179.96,0.0,850,99.7,100.0,No,No,Abajo,D
10.15.2.146,930E 12,17:02:17,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.14,930E 04,17:02:17,-377.67,134.91,-334.48,179.48,-76.32,-180.0,0.0,0,99.9,100.0,No,No,Abajo,R
