Cliente,Vehiculo,Tiempo,X,Y,Z,Rot_X,Rot_Y,Rot_Z,Velocidad,RPM,Combustible,Llenado,Abasteciendo,Giro_Brusco,Tolva,Direccion
10.15.2.90,930E 05,16:53:34,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:35,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:36,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:37,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:38,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:39,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:40,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:41,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:42,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:43,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:44,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:45,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:46,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:47,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:48,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:49,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:49,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:50,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:50,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:51,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:51,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:52,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:52,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:53,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:53,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:54,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:54,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:55,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:55,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:56,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:56,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:57,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:57,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:53:58,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:53:58,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:59,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:00,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:00,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:01,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:01,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:02,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:02,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:03,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:03,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:04,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:04,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:05,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:05,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:06,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:06,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:07,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:07,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:08,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:08,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:09,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:09,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:10,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:10,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:11,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:11,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:12,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:12,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:13,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:13,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:14,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:14,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:15,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:16,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:16,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:17,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:17,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:18,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:18,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:19,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:19,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:20,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:20,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:21,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:21,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:22,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:22,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:23,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:23,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:24,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:24,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:25,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:25,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:26,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:26,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:27,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:27,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:28,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:28,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:29,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:29,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:30,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:30,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:31,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:31,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:32,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:32,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:33,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:33,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:34,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:34,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:35,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:35,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:36,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:36,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:37,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:37,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:38,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:38,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:39,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:39,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:40,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:40,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:41,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:41,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:42,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:42,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:43,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:43,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:44,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:44,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:45,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:45,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:46,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:46,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:47,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:47,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:48,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:48,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:49,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:49,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:50,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:50,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:51,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:51,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:52,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:52,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:53,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:53,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:54,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:54,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:55,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:55,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:56,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:56,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:57,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:57,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:58,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:58,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:54:59,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:54:59,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:00,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:00,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:01,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:01,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:02,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:02,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:03,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:03,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:04,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:04,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:05,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:05,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:06,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:06,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:07,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:07,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:08,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:08,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:09,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:09,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:10,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:10,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:11,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:11,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:12,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:12,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.146,930E 12,16:55:12,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:13,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:13,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.146,930E 12,16:55:13,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:14,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:14,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.146,930E 12,16:55:14,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:15,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:15,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.146,930E 12,16:55:15,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
10.15.2.90,930E 05,16:55:16,-397.65,135.04,-363.64,0.0,14.24,-0.09,0.0,0,99.6,0.0,No,No,Abajo,D
10.15.2.14,930E 04,16:55:16,-387.91,134.91,-334.18,-3.3,-89.28,2.76,0.0,0,99.9,100.0,No,No,Abajo,D
10.15.2.146,930E 12,16:55:16,-227.83,179.43,-554.66,178.99,-79.47,-173.19,0.0,0,99.2,0.0,No,No,Abajo,D
